2011,10,20,19,17,20, $IS001,2010,01,01,00,57,15, 324.85, 0.0525,0.8226,1.9451,1.9347,1.9344,2.8433,2.8451,2.8433, 2545,2271,2261,2269,4095,2272,1842,3498, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.4,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,16, 324.85, 0.0525,0.8219,1.9451,1.9347,1.9344,2.8433,2.8451,2.8433, 2545,2271,2262,2270,4092,2272,1843,3499, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.4,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,17, 324.85, 0.0525,0.8226,1.9449,1.9346,1.9344,2.8433,2.8451,2.8433, 2545,2264,2260,2274,4095,2272,1842,3498, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.5,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,18, 324.85, 0.0525,0.8226,1.9449,1.9346,1.9344,2.8433,2.8451,2.8433, 2546,2263,2258,2273,4095,2272,1842,3499, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.4,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,20, 324.85, 0.0526,0.8232,1.9449,1.9346,1.9343,2.8431,2.8449,2.8431, 2546,2265,2258,2273,4095,2272,1842,3491, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.5,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,21, 324.85, 0.0526,0.8219,1.9449,1.9346,1.9343,2.8433,2.8451,2.8431, 2546,2274,2261,2269,4095,2272,1842,3498, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.3,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,22, 324.85, 0.0525,0.8219,1.9449,1.9346,1.9343,2.8431,2.8449,2.8431, 2547,2263,2261,2274,4095,2272,1842,3492, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.4,25.6,00
2011,10,20,19,17,20, $IS001,2010,01,01,00,57,23, 324.85, 0.0525,0.8222,1.9449,1.9346,1.9343,2.8431,2.8449,2.8431, 2547,2266,2258,2267,4095,2272,1843,3490, 0,1,0.0,0.0,300.0, 18.0,49.381912,-124.316262,7.7,294,19.2,309.4,25.6,00
2011,10,20,19,19,16, $IS001,2010,01,01,00,59,18, 326.10, 0.0528,0.8237,1.9434,1.9324,1.9321,2.8405,2.8425,2.8405, 2545,2270,2256,2260,4095,2267,1840,3490, 0,1,  3.3,  0.0,321.9, 18.0,-999.000000,-999.00000,-999.0,-999.0,-999.0,309.5,298.6*00
2011,10,20,19,19,16, $IS001,2010,01,01,00,59,20, 326.10, 0.0529,0.8237,1.9434,1.9324,1.9321,2.8405,2.8423,2.8405, 2545,2263,2258,2268,4095,2267,1839,3498, 0,1,  3.3, -0.5,321.9, 18.0,-999.000000,-999.00000,-999.0,-999.0,-999.0,309.5,298.6*00
2011,10,20,19,24,34, $IS001,2010,01,01,01,04,28, 135.02, 0.0581,0.6070,1.9373,1.9257,1.9256,2.8326,2.8344,2.8324, 2546,2255,2254,2258,4095,2260,1832,3490, 0,1,0.0,0.0,300.0, 18.5,49.381912,-124.316262,7.7,294,19.2,290.3,25.6,00
2011,10,20,19,24,34, $IS001,2010,01,01,01,04,30, 135.02, 0.0586,0.6078,1.9373,1.9257,1.9256,2.8326,2.8344,2.8323, 2545,2259,2247,2256,4095,2259,1832,3492, 0,1,0.0,0.0,300.0, 18.5,49.381912,-124.316262,7.7,294,19.2,290.3,25.6,00
2011,10,20,19,24,34, $IS001,2010,01,01,01,04,31, 135.02, 0.0591,0.6088,1.9375,1.9257,1.9256,2.8326,2.8344,2.8323, 2545,2261,2247,2255,4095,2260,1832,3491, 0,1,0.0,0.0,300.0, 18.5,49.381912,-124.316262,7.7,294,19.2,290.4,25.6,00
2011,10,20,19,24,34, $IS001,2010,01,01,01,04,32, 135.02, 0.0592,0.6088,1.9375,1.9257,1.9256,2.8326,2.8344,2.8323, 2544,2260,2248,2258,4095,2260,1832,3489, 0,1,0.0,0.0,300.0, 18.5,49.381912,-124.316262,7.7,294,19.2,290.4,25.6,00
